Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
78.2,European Union,England,All modes,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,2504.3
86.8,European Union,England,All modes,First degree,"Design, and creative and performing arts",Theme 4: Academic support,2502.5
64.4,European Union,England,All modes,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,2503.3
83,European Union,England,All modes,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,2495.5
75.1,European Union,England,All modes,First degree,"Design, and creative and performing arts",Theme 7: Student voice,2495.9
89,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,123.6
85.1,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,123.6
78.4,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,123.6
89.8,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,123.6
81.8,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,123.6
93.2,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,123.6
78.6,European Union,England,All modes,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,123.6
82.7,European Union,England,All modes,First degree,All subjects,Theme 1: Teaching on my course,14049
79.9,European Union,England,All modes,First degree,All subjects,Theme 2: Learning opportunities,14048
75.6,European Union,England,All modes,First degree,All subjects,Theme 3: Assessment and feedback,14044
86,European Union,England,All modes,First degree,All subjects,Theme 4: Academic support,14029
74.5,European Union,England,All modes,First degree,All subjects,Theme 5: Organisation and management,14041
87.4,European Union,England,All modes,First degree,All subjects,Theme 6: Learning resources,14016
75.3,European Union,England,All modes,First degree,All subjects,Theme 7: Student voice,13960
86.8,European Union,England,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,17
81.2,European Union,England,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,17
80,European Union,England,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,17
91.2,European Union,England,Apprenticeship,First degree,All subjects,Theme 4: Academic support,17
79.4,European Union,England,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,17
88.2,European Union,England,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,17
78.4,European Union,England,Apprenticeship,First degree,All subjects,Theme 7: Student voice,17
86.2,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 1: Teaching on my course,22.7
74.3,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 2: Learning opportunities,22.7
47.5,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,22.7
84.2,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 4: Academic support,22.7
54.1,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 5: Organisation and management,22.7
92.4,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 6: Learning resources,22.7
65.2,European Union,England,Full-time,First degree,Medicine and dentistry,Theme 7: Student voice,22.7
81,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,706.1
78.6,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,706.1
69.7,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,706.1
77.5,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,706.1
67.6,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,706.1
85.4,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,705.1
73.2,European Union,England,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,698.1
84.8,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,569.8
82.7,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,569.8
76.1,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,568.8
88.1,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,568.8
80.6,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,568.8
90,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,568.8
79.9,European Union,England,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,565.1
83.7,European Union,England,Full-time,First degree,Psychology,Theme 1: Teaching on my course,781.5
79.8,European Union,England,Full-time,First degree,Psychology,Theme 2: Learning opportunities,781.5
74.3,European Union,England,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,781.5
85.5,European Union,England,Full-time,First degree,Psychology,Theme 4: Academic support,780.5
77.6,European Union,England,Full-time,First degree,Psychology,Theme 5: Organisation and management,781.5
89.3,European Union,England,Full-time,First degree,Psychology,Theme 6: Learning resources,779.8
77.5,European Union,England,Full-time,First degree,Psychology,Theme 7: Student voice,780.9
82.8,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,77.1
81.4,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,77.1
79.4,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,77.1
86.4,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,77.1
76.5,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,77.1
89.7,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,77.1
78,European Union,England,Full-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,77.1
81.2,European Union,England,Full-time,First degree,Physical sciences,Theme 1: Teaching on my course,201.8
77.8,European Union,England,Full-time,First degree,Physical sciences,Theme 2: Learning opportunities,201.8
72.3,European Union,England,Full-time,First degree,Physical sciences,Theme 3: Assessment and feedback,201.8
85.8,European Union,England,Full-time,First degree,Physical sciences,Theme 4: Academic support,201.8
73.4,European Union,England,Full-time,First degree,Physical sciences,Theme 5: Organisation and management,201.8
89,European Union,England,Full-time,First degree,Physical sciences,Theme 6: Learning resources,201.8
72.3,European Union,England,Full-time,First degree,Physical sciences,Theme 7: Student voice,199.8
78.6,European Union,England,Full-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,190.3
79.1,European Union,England,Full-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,190.3
73.9,European Union,England,Full-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,190.3
85.9,European Union,England,Full-time,First degree,Mathematical sciences,Theme 4: Academic support,190.3
79.5,European Union,England,Full-time,First degree,Mathematical sciences,Theme 5: Organisation and management,190.3
88.2,European Union,England,Full-time,First degree,Mathematical sciences,Theme 6: Learning resources,190.3
75,European Union,England,Full-time,First degree,Mathematical sciences,Theme 7: Student voice,189.3
80.6,European Union,England,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,514.1
79.6,European Union,England,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,514.1
74.2,European Union,England,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,513.1
83.5,European Union,England,Full-time,First degree,Engineering and technology,Theme 4: Academic support,512.1
73.8,European Union,England,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,513.1
86.8,European Union,England,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,513.1
74.6,European Union,England,Full-time,First degree,Engineering and technology,Theme 7: Student voice,509.3
78.1,European Union,England,Full-time,First degree,Computing,Theme 1: Teaching on my course,902.4
74.9,European Union,England,Full-time,First degree,Computing,Theme 2: Learning opportunities,902.4
72,European Union,England,Full-time,First degree,Computing,Theme 3: Assessment and feedback,901.4
82.9,European Union,England,Full-time,First degree,Computing,Theme 4: Academic support,898.4
70.9,European Union,England,Full-time,First degree,Computing,Theme 5: Organisation and management,901.4
86.3,European Union,England,Full-time,First degree,Computing,Theme 6: Learning resources,900.4
74.3,European Union,England,Full-time,First degree,Computing,Theme 7: Student voice,896.3
87.4,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,321.9
82.2,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,321.9
77.6,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,321.9
86.4,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 4: Academic support,321.9
71,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,321.9
86.8,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,321.9
75.3,European Union,England,Full-time,First degree,"Architecture, building and planning",Theme 7: Student voice,320.9
85.3,European Union,England,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,1640
79.8,European Union,England,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,1639
73.1,European Union,England,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,1639
87.7,European Union,England,Full-time,First degree,Social sciences,Theme 4: Academic support,1638
77.1,European Union,England,Full-time,First degree,Social sciences,Theme 5: Organisation and management,1639
88.4,European Union,England,Full-time,First degree,Social sciences,Theme 6: Learning resources,1636.1
73.5,European Union,England,Full-time,First degree,Social sciences,Theme 7: Student voice,1624.7
86.2,European Union,England,Full-time,First degree,Law,Theme 1: Teaching on my course,700.6
80,European Union,England,Full-time,First degree,Law,Theme 2: Learning opportunities,700.6
73.1,European Union,England,Full-time,First degree,Law,Theme 3: Assessment and feedback,700.6
86,European Union,England,Full-time,First degree,Law,Theme 4: Academic support,700.6
78.9,European Union,England,Full-time,First degree,Law,Theme 5: Organisation and management,700.6
90.5,European Union,England,Full-time,First degree,Law,Theme 6: Learning resources,700.6
71.1,European Union,England,Full-time,First degree,Law,Theme 7: Student voice,694.1
81.7,European Union,England,Full-time,First degree,Business and management,Theme 1: Teaching on my course,3187.3
82.4,European Union,England,Full-time,First degree,Business and management,Theme 2: Learning opportunities,3187.3
77,European Union,England,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,3187.3
85.7,European Union,England,Full-time,First degree,Business and management,Theme 4: Academic support,3182.3
80.8,European Union,England,Full-time,First degree,Business and management,Theme 5: Organisation and management,3187.3
89,European Union,England,Full-time,First degree,Business and management,Theme 6: Learning resources,3176.9
77.1,European Union,England,Full-time,First degree,Business and management,Theme 7: Student voice,3165.9
88.3,European Union,England,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,500.8
83.2,European Union,England,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,500.8
79.9,European Union,England,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,500.8
89.6,European Union,England,Full-time,First degree,Language and area studies,Theme 4: Academic support,499.6
77,European Union,England,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,499.8
88.2,European Union,England,Full-time,First degree,Language and area studies,Theme 6: Learning resources,499.6
76,European Union,England,Full-time,First degree,Language and area studies,Theme 7: Student voice,498.4
91.3,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,354.5
84.1,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,354.5
78.7,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,354.5
92.2,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,354.5
77.9,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,353.5
88.3,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,354.5
75.7,European Union,England,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,352.2
88.1,European Union,England,Full-time,First degree,Education and teaching,Theme 1: Teaching on my course,77.7
87,European Union,England,Full-time,First degree,Education and teaching,Theme 2: Learning opportunities,77.7
87.7,European Union,England,Full-time,First degree,Education and teaching,Theme 3: Assessment and feedback,77.7
90,European Union,England,Full-time,First degree,Education and teaching,Theme 4: Academic support,77.7
79.7,European Union,England,Full-time,First degree,Education and teaching,Theme 5: Organisation and management,77.7
91.9,European Union,England,Full-time,First degree,Education and teaching,Theme 6: Learning resources,77.7
79.1,European Union,England,Full-time,First degree,Education and teaching,Theme 7: Student voice,77.7
83.9,European Union,England,Full-time,First degree,Combined and general studies,Theme 1: Teaching on my course,131.1
81.8,European Union,England,Full-time,First degree,Combined and general studies,Theme 2: Learning opportunities,131.1
76.6,European Union,England,Full-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,131.1
88.3,European Union,England,Full-time,First degree,Combined and general studies,Theme 4: Academic support,131.1
72.8,European Union,England,Full-time,First degree,Combined and general studies,Theme 5: Organisation and management,131.1
87.3,European Union,England,Full-time,First degree,Combined and general studies,Theme 6: Learning resources,131.1
77.3,European Union,England,Full-time,First degree,Combined and general studies,Theme 7: Student voice,129.6
75.9,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,465.8
74.4,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,465.8
74,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,465.8
86,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 4: Academic support,464.8
67.1,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,465.8
85.5,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,464.8
71.8,European Union,England,Full-time,First degree,"Media, journalism and communications",Theme 7: Student voice,465
81.1,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,2503.3
77.3,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,2503.3
78.2,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,2502.3
86.8,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,2500.5
64.4,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,2501.3
83,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,2493.5
75.1,European Union,England,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,2493.9
89,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,121.6
85,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,121.6
78.3,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,121.6
90.4,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,121.6
81.5,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,121.6
93.1,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,121.6
78.8,European Union,England,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,121.6
82.7,European Union,England,Full-time,First degree,All subjects,Theme 1: Teaching on my course,13973
79.9,European Union,England,Full-time,First degree,All subjects,Theme 2: Learning opportunities,13972
75.6,European Union,England,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,13968
86,European Union,England,Full-time,First degree,All subjects,Theme 4: Academic support,13953
74.4,European Union,England,Full-time,First degree,All subjects,Theme 5: Organisation and management,13965
87.4,European Union,England,Full-time,First degree,All subjects,Theme 6: Learning resources,13940
75.3,European Union,England,Full-time,First degree,All subjects,Theme 7: Student voice,13885
83.3,European Union,England,Part-time,First degree,Business and management,Theme 1: Teaching on my course,10.5
84.8,European Union,England,Part-time,First degree,Business and management,Theme 2: Learning opportunities,10.5
81.9,European Union,England,Part-time,First degree,Business and management,Theme 3: Assessment and feedback,10.5
90.5,European Union,England,Part-time,First degree,Business and management,Theme 4: Academic support,10.5
100,European Union,England,Part-time,First degree,Business and management,Theme 5: Organisation and management,10.5
96.8,European Union,England,Part-time,First degree,Business and management,Theme 6: Learning resources,10.5
93.7,European Union,England,Part-time,First degree,Business and management,Theme 7: Student voice,10.5
89.4,European Union,England,Part-time,First degree,All subjects,Theme 1: Teaching on my course,59
83.6,European Union,England,Part-time,First degree,All subjects,Theme 2: Learning opportunities,59
84.1,European Union,England,Part-time,First degree,All subjects,Theme 3: Assessment and feedback,59
89.8,European Union,England,Part-time,First degree,All subjects,Theme 4: Academic support,59
88.1,European Union,England,Part-time,First degree,All subjects,Theme 5: Organisation and management,59
91.8,European Union,England,Part-time,First degree,All subjects,Theme 6: Learning resources,59
75,European Union,England,Part-time,First degree,All subjects,Theme 7: Student voice,58
91,European Union,England,All modes,Other undergraduate,Business and management,Theme 1: Teaching on my course,24
88.3,European Union,England,All modes,Other undergraduate,Business and management,Theme 2: Learning opportunities,24
81.7,European Union,England,All modes,Other undergraduate,Business and management,Theme 3: Assessment and feedback,24
95.8,European Union,England,All modes,Other undergraduate,Business and management,Theme 4: Academic support,24
87.5,European Union,England,All modes,Other undergraduate,Business and management,Theme 5: Organisation and management,24
80.6,European Union,England,All modes,Other undergraduate,Business and management,Theme 6: Learning resources,24
81.9,European Union,England,All modes,Other undergraduate,Business and management,Theme 7: Student voice,24
97.4,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 1: Teaching on my course,19
93.7,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 2: Learning opportunities,19
91.6,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 3: Assessment and feedback,19
94.7,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 4: Academic support,19
84.2,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 5: Organisation and management,19
78.1,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 6: Learning resources,19
87.7,European Union,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 7: Student voice,19
93.1,European Union,England,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,71
91.3,European Union,England,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,71
86.5,European Union,England,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,71
94.4,European Union,England,All modes,Other undergraduate,All subjects,Theme 4: Academic support,71
85.2,European Union,England,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,71
81.2,European Union,England,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,71
83.3,European Union,England,All modes,Other undergraduate,All subjects,Theme 7: Student voice,70
94.6,European Union,England,Full-time,Other undergraduate,Business and management,Theme 1: Teaching on my course,14
90,European Union,England,Full-time,Other undergraduate,Business and management,Theme 2: Learning opportunities,14
85.7,European Union,England,Full-time,Other undergraduate,Business and management,Theme 3: Assessment and feedback,14
96.4,European Union,England,Full-time,Other undergraduate,Business and management,Theme 4: Academic support,14
89.3,European Union,England,Full-time,Other undergraduate,Business and management,Theme 5: Organisation and management,14
90.5,European Union,England,Full-time,Other undergraduate,Business and management,Theme 6: Learning resources,14
81,European Union,England,Full-time,Other undergraduate,Business and management,Theme 7: Student voice,14
97.2,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 1: Teaching on my course,18
95.6,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 2: Learning opportunities,18
93.3,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 3: Assessment and feedback,18
94.4,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 4: Academic support,18
83.3,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 5: Organisation and management,18
79.6,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 6: Learning resources,18
87,European Union,England,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 7: Student voice,18
95.2,European Union,England,Full-time,Other undergraduate,All subjects,Theme 1: Teaching on my course,52
92.3,European Union,England,Full-time,Other undergraduate,All subjects,Theme 2: Learning opportunities,52
88.8,European Union,England,Full-time,Other undergraduate,All subjects,Theme 3: Assessment and feedback,52
96.2,European Union,England,Full-time,Other undergraduate,All subjects,Theme 4: Academic support,52
84.6,European Union,England,Full-time,Other undergraduate,All subjects,Theme 5: Organisation and management,52
83.7,European Union,England,Full-time,Other undergraduate,All subjects,Theme 6: Learning resources,52
83.7,European Union,England,Full-time,Other undergraduate,All subjects,Theme 7: Student voice,51
84.9,European Union,England,Part-time,Other undergraduate,All subjects,Theme 1: Teaching on my course,16
86.3,European Union,England,Part-time,Other undergraduate,All subjects,Theme 2: Learning opportunities,16
76.3,European Union,England,Part-time,Other undergraduate,All subjects,Theme 3: Assessment and feedback,16
90.6,European Union,England,Part-time,Other undergraduate,All subjects,Theme 4: Academic support,16
87.5,European Union,England,Part-time,Other undergraduate,All subjects,Theme 5: Organisation and management,16
69.8,European Union,England,Part-time,Other undergraduate,All subjects,Theme 6: Learning resources,16
79.2,European Union,England,Part-time,Other undergraduate,All subjects,Theme 7: Student voice,16
82.1,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,202.6
77.8,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,202.6
63.5,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,202.6
73.9,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,202.6
53.2,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,202.6
79.7,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,201.6
64.4,European Union,England,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,202.6
83.7,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 1: Teaching on my course,138.1
79.7,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 2: Learning opportunities,138.1
64.1,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 3: Assessment and feedback,138.1
86.6,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 4: Academic support,138.1
60.5,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 5: Organisation and management,138.1
87.9,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 6: Learning resources,138.1
68.5,European Union,England,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 7: Student voice,137.1
90.2,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 1: Teaching on my course,66.5
90.2,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 2: Learning opportunities,66.5
68.4,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 3: Assessment and feedback,66.5
94,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 4: Academic support,66.5
72.6,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 5: Organisation and management,66.5
92.5,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 6: Learning resources,66.5
82,European Union,England,All modes,Undergraduate with postgraduate component,Biological and sport sciences,Theme 7: Student voice,66.5
95.4,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 1: Teaching on my course,27
92.6,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 2: Learning opportunities,27
80.7,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 3: Assessment and feedback,27
90.7,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 4: Academic support,27
74.1,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 5: Organisation and management,27
88.9,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 6: Learning resources,27
91,European Union,England,All modes,Undergraduate with postgraduate component,Veterinary sciences,Theme 7: Student voice,26
90.2,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 1: Teaching on my course,191.7
84.3,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 2: Learning opportunities,191.7
70,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 3: Assessment and feedback,191.7
92.3,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 4: Academic support,191.7
74.9,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 5: Organisation and management,190.7
91.3,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 6: Learning resources,191.7
71,European Union,England,All modes,Undergraduate with postgraduate component,Physical sciences,Theme 7: Student voice,191.7
86.4,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 1: Teaching on my course,53.4
83.9,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 2: Learning opportunities,53.4
74.8,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 3: Assessment and feedback,53.4
91.3,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 4: Academic support,53.4
82.9,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 5: Organisation and management,53.4
90.6,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 6: Learning resources,52.4
75.5,European Union,England,All modes,Undergraduate with postgraduate component,Mathematical sciences,Theme 7: Student voice,53.4
86.9,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 1: Teaching on my course,415.6
84,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 2: Learning opportunities,415.6
68.7,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 3: Assessment and feedback,415.6
88.8,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 4: Academic support,414.6
75,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 5: Organisation and management,415.6
90.8,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 6: Learning resources,415.6
73.8,European Union,England,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 7: Student voice,413.6
84.9,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 1: Teaching on my course,111.6
79.7,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 2: Learning opportunities,110.6
67.2,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 3: Assessment and feedback,110.6
84.3,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 4: Academic support,110.6
71.3,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 5: Organisation and management,110.6
87.8,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 6: Learning resources,110.6
70.3,European Union,England,All modes,Undergraduate with postgraduate component,Computing,Theme 7: Student voice,110.6
96.3,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 1: Teaching on my course,20.5
92.7,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 2: Learning opportunities,20.5
83.7,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 3: Assessment and feedback,20.5
93.9,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 4: Academic support,20.5
89,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 5: Organisation and management,20.5
94.3,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 6: Learning resources,20.5
87.8,European Union,England,All modes,Undergraduate with postgraduate component,"Architecture, building and planning",Theme 7: Student voice,20.5
62.3,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 1: Teaching on my course,13
67.7,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 2: Learning opportunities,13
76.6,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 3: Assessment and feedback,13
82.1,European Union,England,All modes,Undergraduate with postgraduate component,Business and management,Theme 4: Academic support,13
