Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
80.8,Disability reported,England,All modes,All undergraduates,All subjects,Theme 4: Academic support,55296
68.5,Disability reported,England,All modes,All undergraduates,All subjects,Theme 5: Organisation and management,55311
83.3,Disability reported,England,All modes,All undergraduates,All subjects,Theme 6: Learning resources,55102
68,Disability reported,England,All modes,All undergraduates,All subjects,Theme 7: Student voice,54938
85.5,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,701.9
81.3,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,700.9
82.2,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,700.9
79.8,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,699.9
59.3,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,700.9
86,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,697.9
71.9,Disability reported,England,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,696.9
70.1,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,71.7
60.8,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,71.7
65.9,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,71.7
76.9,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 4: Academic support,70.7
44,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 5: Organisation and management,71.7
74.2,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 6: Learning resources,69.7
55.2,Disability reported,England,Apprenticeship,All undergraduates,Engineering and technology,Theme 7: Student voice,70.7
77.1,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 1: Teaching on my course,71.5
73.3,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 2: Learning opportunities,71.5
74.4,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 3: Assessment and feedback,71.5
78.3,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 4: Academic support,71.5
51,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 5: Organisation and management,71.5
79.3,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 6: Learning resources,71.5
59.9,Disability reported,England,Apprenticeship,All undergraduates,Computing,Theme 7: Student voice,71.5
76,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,75
71.5,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,75
72.9,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,75
74.7,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,75
66.7,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,75
81.6,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,75
63.6,Disability reported,England,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,75
85.3,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 1: Teaching on my course,178.7
83.8,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 2: Learning opportunities,178.7
84,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 3: Assessment and feedback,178.7
82.8,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 4: Academic support,178.7
65.4,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 5: Organisation and management,178.7
82.8,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 6: Learning resources,178.7
71.3,Disability reported,England,Apprenticeship,All undergraduates,Social sciences,Theme 7: Student voice,178.7
46.4,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 1: Teaching on my course,71.7
49.4,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 2: Learning opportunities,71.7
55.2,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 3: Assessment and feedback,71.7
65.8,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 4: Academic support,71.7
26,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 5: Organisation and management,71.7
65.8,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 6: Learning resources,67.7
37.6,Disability reported,England,Apprenticeship,All undergraduates,Law,Theme 7: Student voice,69.7
77.5,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 1: Teaching on my course,110.3
74.7,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 2: Learning opportunities,110.3
76.1,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 3: Assessment and feedback,110.3
77.3,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 4: Academic support,110.3
50.1,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 5: Organisation and management,110.3
80.2,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 6: Learning resources,110.3
58.8,Disability reported,England,Apprenticeship,All undergraduates,Business and management,Theme 7: Student voice,110.3
80.8,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 1: Teaching on my course,1306
77,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 2: Learning opportunities,1305
78.5,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 3: Assessment and feedback,1305
78.7,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 4: Academic support,1303
56.7,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 5: Organisation and management,1305
82.6,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 6: Learning resources,1296
66.9,Disability reported,England,Apprenticeship,All undergraduates,All subjects,Theme 7: Student voice,1298
81.6,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 1: Teaching on my course,1134.9
76.3,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 2: Learning opportunities,1134.9
62.3,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 3: Assessment and feedback,1134.9
76.4,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 4: Academic support,1133.9
46.4,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 5: Organisation and management,1134.9
77.7,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 6: Learning resources,1127.9
57.3,Disability reported,England,Full-time,All undergraduates,Medicine and dentistry,Theme 7: Student voice,1127.9
80.3,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,7158.7
76.5,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,7156.7
70.8,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,7158.7
70.9,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,7152.7
54.2,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,7154.7
82.5,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,7122.2
63.6,Disability reported,England,Full-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,7112.1
86.7,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,2531.2
82.6,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,2531.2
76.3,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,2531.2
84.6,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,2530.2
76.2,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,2530.2
84.4,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,2517.5
72.8,Disability reported,England,Full-time,All undergraduates,Biological and sport sciences,Theme 7: Student voice,2514.4
83.1,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 1: Teaching on my course,2928.4
77.5,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 2: Learning opportunities,2928.4
71.9,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 3: Assessment and feedback,2927.4
78.5,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 4: Academic support,2926.4
72.8,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 5: Organisation and management,2928.4
84.5,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 6: Learning resources,2912.4
69,Disability reported,England,Full-time,All undergraduates,Psychology,Theme 7: Student voice,2919.9
91.1,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 1: Teaching on my course,293.2
85.4,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 2: Learning opportunities,293.2
76.7,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 3: Assessment and feedback,293.2
86.9,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 4: Academic support,293.2
65.5,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 5: Organisation and management,293.2
83.3,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 6: Learning resources,293.2
71.3,Disability reported,England,Full-time,All undergraduates,Veterinary sciences,Theme 7: Student voice,293.2
85.8,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,576.5
81.6,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,576.5
78.3,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,576.5
83.5,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,576.5
66.9,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,576.5
82.5,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,574.5
68.4,Disability reported,England,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,575.5
86.6,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 1: Teaching on my course,1306.8
81.5,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 2: Learning opportunities,1306.8
70.9,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,1306.8
84.8,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 4: Academic support,1305.8
70.1,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 5: Organisation and management,1305.8
86.7,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 6: Learning resources,1304.8
69.9,Disability reported,England,Full-time,All undergraduates,Physical sciences,Theme 7: Student voice,1298.2
83.3,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 1: Teaching on my course,617.5
78.1,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 2: Learning opportunities,616.7
72.5,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,616.7
84.5,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 4: Academic support,616.7
76.2,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,615.2
84.2,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 6: Learning resources,610.9
66.5,Disability reported,England,Full-time,All undergraduates,Mathematical sciences,Theme 7: Student voice,608.2
82.2,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,1840.4
78.8,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,1840.4
70.1,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,1840.4
81.1,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 4: Academic support,1839.4
66.5,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,1841.4
83.8,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,1837.9
68.1,Disability reported,England,Full-time,All undergraduates,Engineering and technology,Theme 7: Student voice,1825.5
80.3,Disability reported,England,Full-time,All undergraduates,Computing,Theme 1: Teaching on my course,2131.9
76.3,Disability reported,England,Full-time,All undergraduates,Computing,Theme 2: Learning opportunities,2131.9
75.2,Disability reported,England,Full-time,All undergraduates,Computing,Theme 3: Assessment and feedback,2128.9
81.9,Disability reported,England,Full-time,All undergraduates,Computing,Theme 4: Academic support,2128.9
67.3,Disability reported,England,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,2129.9
82.4,Disability reported,England,Full-time,All undergraduates,Computing,Theme 6: Learning resources,2118.9
69.8,Disability reported,England,Full-time,All undergraduates,Computing,Theme 7: Student voice,2116.8
85.6,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,701
81.1,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,701
75.2,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,701
81,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,701
67.4,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,701
80.1,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,700
70.6,Disability reported,England,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,699
84.1,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,5291.5
78.9,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,5290.3
75.1,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,5291.3
80.6,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 4: Academic support,5290.3
71.1,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 5: Organisation and management,5290.3
83.6,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 6: Learning resources,5272.2
68.2,Disability reported,England,Full-time,All undergraduates,Social sciences,Theme 7: Student voice,5253.8
83.7,Disability reported,England,Full-time,All undergraduates,Law,Theme 1: Teaching on my course,1985.1
77.4,Disability reported,England,Full-time,All undergraduates,Law,Theme 2: Learning opportunities,1985.1
71.1,Disability reported,England,Full-time,All undergraduates,Law,Theme 3: Assessment and feedback,1984.1
78,Disability reported,England,Full-time,All undergraduates,Law,Theme 4: Academic support,1982.4
71.2,Disability reported,England,Full-time,All undergraduates,Law,Theme 5: Organisation and management,1982.1
84.9,Disability reported,England,Full-time,All undergraduates,Law,Theme 6: Learning resources,1969.6
64.1,Disability reported,England,Full-time,All undergraduates,Law,Theme 7: Student voice,1961.9
79.6,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 1: Teaching on my course,3764.5
79.4,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 2: Learning opportunities,3763.2
75.9,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,3762.2
81,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 4: Academic support,3757.4
74.5,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 5: Organisation and management,3759.7
83.9,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 6: Learning resources,3752.3
69.8,Disability reported,England,Full-time,All undergraduates,Business and management,Theme 7: Student voice,3741
89.4,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,2154.5
81.4,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,2154.5
78.8,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,2153.5
87.8,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 4: Academic support,2153.5
73.1,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,2152
85,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 6: Learning resources,2138.8
69.5,Disability reported,England,Full-time,All undergraduates,Language and area studies,Theme 7: Student voice,2142.6
90.9,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,2161.1
80.4,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,2161.1
78.1,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,2161.1
87.3,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,2161.1
74.6,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,2161.1
86.3,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,2157.6
68.7,Disability reported,England,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,2146.7
85.6,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,1645.9
84.5,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,1646.9
80.8,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,1646.9
82.5,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 4: Academic support,1644.9
69.8,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,1646.9
85.3,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 6: Learning resources,1641.9
72.9,Disability reported,England,Full-time,All undergraduates,Education and teaching,Theme 7: Student voice,1640.9
86.5,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,269.8
82,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,269.8
75.7,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,269.8
88.3,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 4: Academic support,269.3
74.5,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,269.8
84.9,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,268.6
71.6,Disability reported,England,Full-time,All undergraduates,Combined and general studies,Theme 7: Student voice,269.1
83.1,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,1083.5
79.1,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,1083.3
79.6,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,1083.3
84.4,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,1081.3
68.7,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,1082.8
84.3,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,1081.5
68.4,Disability reported,England,Full-time,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,1074.2
83.5,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,8361
78.8,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,8359.5
79.2,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,8355.5
82.8,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,8356.5
63.9,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,8350.5
79.8,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,8334.7
70.1,Disability reported,England,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,8320.8
86.7,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,948.6
80.5,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,948.6
74.1,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,948.6
81.9,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,948.6
74.1,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,948.6
85.2,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,944.6
71.1,Disability reported,England,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,942.3
83.6,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 1: Teaching on my course,48886
79,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 2: Learning opportunities,48880
74.9,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,48872
80.6,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 4: Academic support,48850
67.2,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 5: Organisation and management,48855
83.1,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 6: Learning resources,48682
68.3,Disability reported,England,Full-time,All undergraduates,All subjects,Theme 7: Student voice,48584
86.6,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,310
82.6,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,310
82.5,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,310
83.2,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,310
73.6,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,310
83.7,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,307
65,Disability reported,England,Part-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,304
88.1,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,134.2
82.9,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,134.2
85.5,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,134.2
83,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,134.2
87,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,134.2
87.3,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,134.2
69.1,Disability reported,England,Part-time,All undergraduates,Biological and sport sciences,Theme 7: Student voice,131.9
86,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 1: Teaching on my course,997
82.7,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 2: Learning opportunities,998
83,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 3: Assessment and feedback,996
80.2,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 4: Academic support,991.5
81.1,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 5: Organisation and management,994
87.6,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 6: Learning resources,990.5
62.1,Disability reported,England,Part-time,All undergraduates,Psychology,Theme 7: Student voice,983.5
78.4,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,12.2
67.1,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,12.2
68,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,12.2
67.1,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,12.2
34.3,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,12.2
64.4,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,12.2
45.2,Disability reported,England,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,12.2
87.9,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 1: Teaching on my course,169.6
81.1,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 2: Learning opportunities,169.6
90.1,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,168.6
85.8,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 4: Academic support,169.6
84.8,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 5: Organisation and management,169.6
85.7,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 6: Learning resources,169.3
65.2,Disability reported,England,Part-time,All undergraduates,Physical sciences,Theme 7: Student voice,165.3
86.2,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,178.3
80.6,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,178.3
85.7,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,177.3
84.4,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 4: Academic support,177.3
80.7,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,177.3
86.3,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,177
63.5,Disability reported,England,Part-time,All undergraduates,Engineering and technology,Theme 7: Student voice,172.7
74.6,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,30.5
69.7,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,30.5
78.4,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,30.5
83.1,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,29.5
59,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,30.5
84.2,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,30.5
72.1,Disability reported,England,Part-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,30.5
86.2,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,640.1
83.6,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,641.5
85.4,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,640.5
81.6,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 4: Academic support,640.5
85.3,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 5: Organisation and management,640.5
83.6,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 6: Learning resources,639.5
66.1,Disability reported,England,Part-time,All undergraduates,Social sciences,Theme 7: Student voice,632.5
87.2,Disability reported,England,Part-time,All undergraduates,Law,Theme 1: Teaching on my course,318.9
80.4,Disability reported,England,Part-time,All undergraduates,Law,Theme 2: Learning opportunities,317.9
82.2,Disability reported,England,Part-time,All undergraduates,Law,Theme 3: Assessment and feedback,316.9
76.6,Disability reported,England,Part-time,All undergraduates,Law,Theme 4: Academic support,316.9
83.2,Disability reported,England,Part-time,All undergraduates,Law,Theme 5: Organisation and management,317.9
85.2,Disability reported,England,Part-time,All undergraduates,Law,Theme 6: Learning resources,315.4
58.5,Disability reported,England,Part-time,All undergraduates,Law,Theme 7: Student voice,308.9
84.2,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 1: Teaching on my course,283.8
81.2,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 2: Learning opportunities,284.8
84.5,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,284.8
81,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 4: Academic support,284.8
80.5,Disability reported,England,Part-time,All undergraduates,Business and management,Theme 5: Organisation and management,282.8
