Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
71.4,White,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,4267.8
85,White,UK,All modes,All undergraduates,Social sciences,Theme 1: Teaching on my course,21710.4
80.7,White,UK,All modes,All undergraduates,Social sciences,Theme 2: Learning opportunities,21708
78.2,White,UK,All modes,All undergraduates,Social sciences,Theme 3: Assessment and feedback,21708.2
82.4,White,UK,All modes,All undergraduates,Social sciences,Theme 4: Academic support,21685
74.8,White,UK,All modes,All undergraduates,Social sciences,Theme 5: Organisation and management,21698.4
86.8,White,UK,All modes,All undergraduates,Social sciences,Theme 6: Learning resources,21614.7
69.2,White,UK,All modes,All undergraduates,Social sciences,Theme 7: Student voice,21550.6
83.5,White,UK,All modes,All undergraduates,Law,Theme 1: Teaching on my course,8596.9
77.5,White,UK,All modes,All undergraduates,Law,Theme 2: Learning opportunities,8598.4
74.4,White,UK,All modes,All undergraduates,Law,Theme 3: Assessment and feedback,8594.4
79.9,White,UK,All modes,All undergraduates,Law,Theme 4: Academic support,8579.6
71.8,White,UK,All modes,All undergraduates,Law,Theme 5: Organisation and management,8588.4
86.5,White,UK,All modes,All undergraduates,Law,Theme 6: Learning resources,8528.4
64.2,White,UK,All modes,All undergraduates,Law,Theme 7: Student voice,8505.6
83.8,White,UK,All modes,All undergraduates,Business and management,Theme 1: Teaching on my course,24832.2
83.1,White,UK,All modes,All undergraduates,Business and management,Theme 2: Learning opportunities,24832.4
80.9,White,UK,All modes,All undergraduates,Business and management,Theme 3: Assessment and feedback,24827.9
85.1,White,UK,All modes,All undergraduates,Business and management,Theme 4: Academic support,24788.2
79.6,White,UK,All modes,All undergraduates,Business and management,Theme 5: Organisation and management,24808.9
87.4,White,UK,All modes,All undergraduates,Business and management,Theme 6: Learning resources,24726.7
73.9,White,UK,All modes,All undergraduates,Business and management,Theme 7: Student voice,24672.5
90.1,White,UK,All modes,All undergraduates,Language and area studies,Theme 1: Teaching on my course,8333.2
82.1,White,UK,All modes,All undergraduates,Language and area studies,Theme 2: Learning opportunities,8332.2
80.3,White,UK,All modes,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,8333.2
88.9,White,UK,All modes,All undergraduates,Language and area studies,Theme 4: Academic support,8328.7
76.7,White,UK,All modes,All undergraduates,Language and area studies,Theme 5: Organisation and management,8332.7
87.8,White,UK,All modes,All undergraduates,Language and area studies,Theme 6: Learning resources,8298.2
70.9,White,UK,All modes,All undergraduates,Language and area studies,Theme 7: Student voice,8285.3
91.1,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,8419.5
81.9,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,8420.2
80.4,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,8417.7
88.4,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,8417.2
78.7,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,8420.5
88.4,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,8392.3
71.1,White,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,8350.8
86.6,White,UK,All modes,All undergraduates,Education and teaching,Theme 1: Teaching on my course,8493.9
85.1,White,UK,All modes,All undergraduates,Education and teaching,Theme 2: Learning opportunities,8492.9
82.4,White,UK,All modes,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,8492.9
84.9,White,UK,All modes,All undergraduates,Education and teaching,Theme 4: Academic support,8489.8
73.1,White,UK,All modes,All undergraduates,Education and teaching,Theme 5: Organisation and management,8490.9
87.1,White,UK,All modes,All undergraduates,Education and teaching,Theme 6: Learning resources,8455.9
73.6,White,UK,All modes,All undergraduates,Education and teaching,Theme 7: Student voice,8439.1
89.4,White,UK,All modes,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,2610.2
83.7,White,UK,All modes,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,2608.2
85.9,White,UK,All modes,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,2609.2
87.7,White,UK,All modes,All undergraduates,Combined and general studies,Theme 4: Academic support,2591.9
86,White,UK,All modes,All undergraduates,Combined and general studies,Theme 5: Organisation and management,2601.2
88.5,White,UK,All modes,All undergraduates,Combined and general studies,Theme 6: Learning resources,2588
67.7,White,UK,All modes,All undergraduates,Combined and general studies,Theme 7: Student voice,2553.4
84.8,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,4074.3
81.5,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,4074.1
81.3,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,4073.8
86.3,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,4071.8
72.2,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,4073.3
85.3,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,4064.7
71.9,White,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,4046.8
85.3,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,23725.2
80.8,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,23725.2
81.5,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,23725
85.2,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,23722.2
67,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,23714.4
82,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,23667.1
71.6,White,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,23627.3
87.2,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,4756
82.3,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,4754
76.8,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,4756
85.2,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,4751.6
78.4,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,4753
87.9,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,4735.6
71.6,White,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,4715.4
85.4,White,UK,All modes,All undergraduates,All subjects,Theme 1: Teaching on my course,208540
81.1,White,UK,All modes,All undergraduates,All subjects,Theme 2: Learning opportunities,208528
78.4,White,UK,All modes,All undergraduates,All subjects,Theme 3: Assessment and feedback,208516
83.3,White,UK,All modes,All undergraduates,All subjects,Theme 4: Academic support,208283
71.9,White,UK,All modes,All undergraduates,All subjects,Theme 5: Organisation and management,208426
86.2,White,UK,All modes,All undergraduates,All subjects,Theme 6: Learning resources,207671
70.3,White,UK,All modes,All undergraduates,All subjects,Theme 7: Student voice,207161
86.1,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,3182.6
82,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,3181.6
83.6,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,3181.6
80.8,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,3178.6
60,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,3180.6
88.1,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,3165.6
72.4,White,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,3172.6
86.8,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,18.3
79.1,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,18.3
82.4,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,18.3
79.1,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 4: Academic support,18.3
73.7,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,18.3
79.4,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,18.3
65.5,White,UK,Apprenticeship,All undergraduates,Biological and sport sciences,Theme 7: Student voice,18.3
88.8,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 1: Teaching on my course,9.7
77.9,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 2: Learning opportunities,9.7
79.3,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 3: Assessment and feedback,9.7
82.7,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 4: Academic support,9.7
75.9,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 5: Organisation and management,9.7
76.4,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 6: Learning resources,9.7
88.5,White,UK,Apprenticeship,All undergraduates,Psychology,Theme 7: Student voice,9.7
92,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,30.9
85.5,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,30.9
88.8,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,30.9
96.5,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,30.9
88.2,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,30.9
85.7,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,30.9
81.3,White,UK,Apprenticeship,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,30.9
84.6,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 1: Teaching on my course,34
79.7,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 2: Learning opportunities,34
76.5,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,34
94.1,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 4: Academic support,34
67.6,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 5: Organisation and management,34
75.8,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 6: Learning resources,33
70.6,White,UK,Apprenticeship,All undergraduates,Physical sciences,Theme 7: Student voice,34
76.8,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,697.1
72.1,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,697.1
71.8,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,697.1
82,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 4: Academic support,696.1
56,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 5: Organisation and management,697.1
77.1,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 6: Learning resources,689.1
60.8,White,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 7: Student voice,691.1
79,White,UK,Apprenticeship,All undergraduates,Computing,Theme 1: Teaching on my course,566
73.7,White,UK,Apprenticeship,All undergraduates,Computing,Theme 2: Learning opportunities,564
75.7,White,UK,Apprenticeship,All undergraduates,Computing,Theme 3: Assessment and feedback,564
84.4,White,UK,Apprenticeship,All undergraduates,Computing,Theme 4: Academic support,563
63.1,White,UK,Apprenticeship,All undergraduates,Computing,Theme 5: Organisation and management,564
84.3,White,UK,Apprenticeship,All undergraduates,Computing,Theme 6: Learning resources,562
67.6,White,UK,Apprenticeship,All undergraduates,Computing,Theme 7: Student voice,561
77.2,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,641.4
74.6,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,641.4
74.4,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,641.4
81.1,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,640.4
66.4,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,641.4
84.4,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,637.4
64.9,White,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,639.4
85.3,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 1: Teaching on my course,951.3
82.3,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 2: Learning opportunities,951.3
84.2,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 3: Assessment and feedback,951.3
86.9,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 4: Academic support,948.3
63.9,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 5: Organisation and management,951.3
86.5,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 6: Learning resources,942.3
71.5,White,UK,Apprenticeship,All undergraduates,Social sciences,Theme 7: Student voice,947.3
55.9,White,UK,Apprenticeship,All undergraduates,Law,Theme 1: Teaching on my course,720.4
53.9,White,UK,Apprenticeship,All undergraduates,Law,Theme 2: Learning opportunities,722.4
64.5,White,UK,Apprenticeship,All undergraduates,Law,Theme 3: Assessment and feedback,722.4
69.5,White,UK,Apprenticeship,All undergraduates,Law,Theme 4: Academic support,718.1
40.4,White,UK,Apprenticeship,All undergraduates,Law,Theme 5: Organisation and management,720.4
67,White,UK,Apprenticeship,All undergraduates,Law,Theme 6: Learning resources,701.4
45.4,White,UK,Apprenticeship,All undergraduates,Law,Theme 7: Student voice,714.4
83.5,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 1: Teaching on my course,1063.3
81.5,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 2: Learning opportunities,1063.3
83,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 3: Assessment and feedback,1063.3
82.7,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 4: Academic support,1063
65.2,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 5: Organisation and management,1063.3
84.5,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 6: Learning resources,1055.3
66.5,White,UK,Apprenticeship,All undergraduates,Business and management,Theme 7: Student voice,1059.3
64.6,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,7.2
60.3,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,7.2
72.7,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,7.2
85.4,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 4: Academic support,6.9
39.6,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 5: Organisation and management,7.2
83.3,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 6: Learning resources,7.2
60.6,White,UK,Apprenticeship,All undergraduates,Combined and general studies,Theme 7: Student voice,7.2
95,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,10
88,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,10
86,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,10
95,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,10
35,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,10
93.3,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,10
76.7,White,UK,Apprenticeship,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,10
80.9,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 1: Teaching on my course,7953
77.3,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 2: Learning opportunities,7952
79.5,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 3: Assessment and feedback,7952
81.2,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 4: Academic support,7938
59.9,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 5: Organisation and management,7949
83.9,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 6: Learning resources,7883
67.1,White,UK,Apprenticeship,All undergraduates,All subjects,Theme 7: Student voice,7916
87.9,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 1: Teaching on my course,3837.5
83.1,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 2: Learning opportunities,3837.5
69.4,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 3: Assessment and feedback,3837.5
81.8,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 4: Academic support,3824.5
54.7,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 5: Organisation and management,3836.5
84.3,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 6: Learning resources,3819.5
66.2,White,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 7: Student voice,3819.5
82.7,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,25405.6
78.7,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,25404.6
74.2,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,25407.6
74.4,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,25392.3
56.2,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,25398.6
85.9,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,25320.6
66.1,White,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,25283.9
88.2,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,12015.3
83.7,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,12014.3
79.7,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,12013.3
86.8,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,12009
80.3,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,12012.3
86.8,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,11973.7
75,White,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 7: Student voice,11961.4
84.6,White,UK,Full-time,All undergraduates,Psychology,Theme 1: Teaching on my course,9497.6
79.3,White,UK,Full-time,All undergraduates,Psychology,Theme 2: Learning opportunities,9497.6
74.8,White,UK,Full-time,All undergraduates,Psychology,Theme 3: Assessment and feedback,9497.6
80.6,White,UK,Full-time,All undergraduates,Psychology,Theme 4: Academic support,9486.8
76.3,White,UK,Full-time,All undergraduates,Psychology,Theme 5: Organisation and management,9492.3
87.4,White,UK,Full-time,All undergraduates,Psychology,Theme 6: Learning resources,9441.1
71.9,White,UK,Full-time,All undergraduates,Psychology,Theme 7: Student voice,9448.3
93,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 1: Teaching on my course,1266.6
88.7,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 2: Learning opportunities,1266.6
80.1,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 3: Assessment and feedback,1266.6
89.7,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 4: Academic support,1266.6
69.7,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 5: Organisation and management,1266.6
84.6,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 6: Learning resources,1264.6
74.9,White,UK,Full-time,All undergraduates,Veterinary sciences,Theme 7: Student voice,1265.6
85.1,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,2147.1
81.1,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,2147.1
79.4,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,2146.9
84.6,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,2144.9
69.9,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,2146.9
83.8,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,2134.3
69.1,White,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,2135.8
88.2,White,UK,Full-time,All undergraduates,Physical sciences,Theme 1: Teaching on my course,4849.7
83.3,White,UK,Full-time,All undergraduates,Physical sciences,Theme 2: Learning opportunities,4849.7
74.4,White,UK,Full-time,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,4849.7
87.2,White,UK,Full-time,All undergraduates,Physical sciences,Theme 4: Academic support,4846.7
74.3,White,UK,Full-time,All undergraduates,Physical sciences,Theme 5: Organisation and management,4849.7
87.8,White,UK,Full-time,All undergraduates,Physical sciences,Theme 6: Learning resources,4835.1
71.7,White,UK,Full-time,All undergraduates,Physical sciences,Theme 7: Student voice,4817.7
85.1,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 1: Teaching on my course,2531.4
80.1,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 2: Learning opportunities,2529.7
75.3,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,2529.7
87.6,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 4: Academic support,2522.7
79.2,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,2527.7
88.5,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 6: Learning resources,2512.8
70.1,White,UK,Full-time,All undergraduates,Mathematical sciences,Theme 7: Student voice,2512.4
83.7,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,7902.6
80.1,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,7902.6
72,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,7902.6
83.6,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 4: Academic support,7893.1
70.5,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,7902.4
85.8,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,7889.2
68.5,White,UK,Full-time,All undergraduates,Engineering and technology,Theme 7: Student voice,7868.8
80.5,White,UK,Full-time,All undergraduates,Computing,Theme 1: Teaching on my course,7340.4
76.4,White,UK,Full-time,All undergraduates,Computing,Theme 2: Learning opportunities,7338.4
75.6,White,UK,Full-time,All undergraduates,Computing,Theme 3: Assessment and feedback,7337.4
82.9,White,UK,Full-time,All undergraduates,Computing,Theme 4: Academic support,7327.7
69,White,UK,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,7334.4
84.2,White,UK,Full-time,All undergraduates,Computing,Theme 6: Learning resources,7312.2
69.5,White,UK,Full-time,All undergraduates,Computing,Theme 7: Student voice,7286
86.7,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,3158.3
81.7,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,3159.3
78.4,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,3159.3
83.9,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,3157.3
73.9,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,3159.3
84.4,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,3157.5
73.2,White,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,3144.8
84.7,White,UK,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,18785.2
80.1,White,UK,Full-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,18783.9
76.9,White,UK,Full-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,18785.6
81.9,White,UK,Full-time,All undergraduates,Social sciences,Theme 4: Academic support,18775.7
74.1,White,UK,Full-time,All undergraduates,Social sciences,Theme 5: Organisation and management,18780.8
86.7,White,UK,Full-time,All undergraduates,Social sciences,Theme 6: Learning resources,18712.1
69.2,White,UK,Full-time,All undergraduates,Social sciences,Theme 7: Student voice,18663.7
85.8,White,UK,Full-time,All undergraduates,Law,Theme 1: Teaching on my course,6997.8
79.5,White,UK,Full-time,All undergraduates,Law,Theme 2: Learning opportunities,6997.8
74.3,White,UK,Full-time,All undergraduates,Law,Theme 3: Assessment and feedback,6995.8
81,White,UK,Full-time,All undergraduates,Law,Theme 4: Academic support,6988.8
73.8,White,UK,Full-time,All undergraduates,Law,Theme 5: Organisation and management,6993.8
88.3,White,UK,Full-time,All undergraduates,Law,Theme 6: Learning resources,6955.8
66.6,White,UK,Full-time,All undergraduates,Law,Theme 7: Student voice,6938.5
83.8,White,UK,Full-time,All undergraduates,Business and management,Theme 1: Teaching on my course,22344.4
83.2,White,UK,Full-time,All undergraduates,Business and management,Theme 2: Learning opportunities,22343.7
80.5,White,UK,Full-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,22340.2
85.3,White,UK,Full-time,All undergraduates,Business and management,Theme 4: Academic support,22304.4
80.1,White,UK,Full-time,All undergraduates,Business and management,Theme 5: Organisation and management,22322.2
87.7,White,UK,Full-time,All undergraduates,Business and management,Theme 6: Learning resources,22259
74.9,White,UK,Full-time,All undergraduates,Business and management,Theme 7: Student voice,22209.3
90,White,UK,Full-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,7597.2
81.8,White,UK,Full-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,7597.2
79.2,White,UK,Full-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,7597.2
88.7,White,UK,Full-time,All undergraduates,Language and area studies,Theme 4: Academic support,7594.7
75.5,White,UK,Full-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,7596.7
87.7,White,UK,Full-time,All undergraduates,Language and area studies,Theme 6: Learning resources,7566.2
70.9,White,UK,Full-time,All undergraduates,Language and area studies,Theme 7: Student voice,7560.9
90.9,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,7670.1
81.2,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,7671.1
79.4,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,7670.6
88,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,7671.2
77.4,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,7671.4
88.2,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,7647.7
71.1,White,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,7621
85.8,White,UK,Full-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,7252.6
84.4,White,UK,Full-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,7253.6
80.9,White,UK,Full-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,7253.6
84.1,White,UK,Full-time,All undergraduates,Education and teaching,Theme 4: Academic support,7252.4
70.4,White,UK,Full-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,7253.6
86.5,White,UK,Full-time,All undergraduates,Education and teaching,Theme 6: Learning resources,7227.6
73.3,White,UK,Full-time,All undergraduates,Education and teaching,Theme 7: Student voice,7214.8
87.5,White,UK,Full-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,721.9
80.9,White,UK,Full-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,721.9
