Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
82.6,Male,UK,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,217.4
69.8,Male,UK,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,218.4
62,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 1: Teaching on my course,39.8
61.5,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 2: Learning opportunities,39.8
59.5,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 3: Assessment and feedback,39.8
65.2,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 4: Academic support,39.8
66.8,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 5: Organisation and management,39.8
71.9,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 6: Learning resources,37.8
44.7,Male,UK,All modes,Other undergraduate,Physical sciences,Theme 7: Student voice,37.8
96,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 1: Teaching on my course,37.7
96.3,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 2: Learning opportunities,37.7
98.9,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 3: Assessment and feedback,37.7
100,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 4: Academic support,37.7
97.3,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 5: Organisation and management,37.7
92,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 6: Learning resources,37.7
90.5,Male,UK,All modes,Other undergraduate,Mathematical sciences,Theme 7: Student voice,37
85.2,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,646.7
80.6,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,646.7
82.9,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,644.7
87.4,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 4: Academic support,644.7
70.9,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,644.7
80.9,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 6: Learning resources,641.7
71.9,Male,UK,All modes,Other undergraduate,Engineering and technology,Theme 7: Student voice,640.7
86,Male,UK,All modes,Other undergraduate,Computing,Theme 1: Teaching on my course,620.8
81.6,Male,UK,All modes,Other undergraduate,Computing,Theme 2: Learning opportunities,619.8
85.9,Male,UK,All modes,Other undergraduate,Computing,Theme 3: Assessment and feedback,619.8
89.8,Male,UK,All modes,Other undergraduate,Computing,Theme 4: Academic support,618.8
76.8,Male,UK,All modes,Other undergraduate,Computing,Theme 5: Organisation and management,618.8
81.3,Male,UK,All modes,Other undergraduate,Computing,Theme 6: Learning resources,620.8
77,Male,UK,All modes,Other undergraduate,Computing,Theme 7: Student voice,613.4
90.6,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 1: Teaching on my course,69
88.1,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 2: Learning opportunities,69
87,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 3: Assessment and feedback,69
92,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 4: Academic support,69
84.1,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 5: Organisation and management,69
89.4,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 6: Learning resources,69
86,Male,UK,All modes,Other undergraduate,"Architecture, building and planning",Theme 7: Student voice,68
92.2,Male,UK,All modes,Other undergraduate,Social sciences,Theme 1: Teaching on my course,285.3
90.8,Male,UK,All modes,Other undergraduate,Social sciences,Theme 2: Learning opportunities,285.3
91.8,Male,UK,All modes,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,285.3
92.8,Male,UK,All modes,Other undergraduate,Social sciences,Theme 4: Academic support,284.3
86.2,Male,UK,All modes,Other undergraduate,Social sciences,Theme 5: Organisation and management,285.3
89.3,Male,UK,All modes,Other undergraduate,Social sciences,Theme 6: Learning resources,284.3
84.7,Male,UK,All modes,Other undergraduate,Social sciences,Theme 7: Student voice,284.3
95.2,Male,UK,All modes,Other undergraduate,Law,Theme 1: Teaching on my course,13.7
94.7,Male,UK,All modes,Other undergraduate,Law,Theme 2: Learning opportunities,13.7
95,Male,UK,All modes,Other undergraduate,Law,Theme 3: Assessment and feedback,13.7
81.7,Male,UK,All modes,Other undergraduate,Law,Theme 4: Academic support,13.7
81.7,Male,UK,All modes,Other undergraduate,Law,Theme 5: Organisation and management,13.7
85.5,Male,UK,All modes,Other undergraduate,Law,Theme 6: Learning resources,12.7
82.5,Male,UK,All modes,Other undergraduate,Law,Theme 7: Student voice,12.7
91.5,Male,UK,All modes,Other undergraduate,Business and management,Theme 1: Teaching on my course,1903.4
90.5,Male,UK,All modes,Other undergraduate,Business and management,Theme 2: Learning opportunities,1902.4
90.6,Male,UK,All modes,Other undergraduate,Business and management,Theme 3: Assessment and feedback,1901.4
90.9,Male,UK,All modes,Other undergraduate,Business and management,Theme 4: Academic support,1899.4
89,Male,UK,All modes,Other undergraduate,Business and management,Theme 5: Organisation and management,1900.4
90.1,Male,UK,All modes,Other undergraduate,Business and management,Theme 6: Learning resources,1898.4
87,Male,UK,All modes,Other undergraduate,Business and management,Theme 7: Student voice,1894.4
97.8,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,46.5
94.4,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,46.5
92.3,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,46.5
93,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 4: Academic support,46.5
92.5,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 5: Organisation and management,46.5
76.3,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 6: Learning resources,46.5
76.3,Male,UK,All modes,Other undergraduate,"Historical, philosophical and religious studies",Theme 7: Student voice,46.5
89.2,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 1: Teaching on my course,117.6
89.4,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 2: Learning opportunities,117.6
88.1,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 3: Assessment and feedback,117.6
92.8,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 4: Academic support,117.6
80,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 5: Organisation and management,117.6
83.4,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 6: Learning resources,117.6
84.7,Male,UK,All modes,Other undergraduate,Education and teaching,Theme 7: Student voice,117.6
88.8,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 1: Teaching on my course,97.9
85.2,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 2: Learning opportunities,97.9
89.5,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 3: Assessment and feedback,97.9
91.3,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 4: Academic support,97.9
87.1,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 5: Organisation and management,97.9
88.6,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 6: Learning resources,96.9
70.1,Male,UK,All modes,Other undergraduate,Combined and general studies,Theme 7: Student voice,97.9
86.3,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 1: Teaching on my course,90.9
85.5,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 2: Learning opportunities,90.9
84.9,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 3: Assessment and feedback,90.9
93.1,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 4: Academic support,90.9
76.2,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 5: Organisation and management,90.9
85.2,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 6: Learning resources,90.9
83.9,Male,UK,All modes,Other undergraduate,"Media, journalism and communications",Theme 7: Student voice,89.9
87.5,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 1: Teaching on my course,573.1
85.1,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 2: Learning opportunities,573.1
85.6,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 3: Assessment and feedback,573.1
87,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 4: Academic support,572.1
73.2,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 5: Organisation and management,573.1
80.4,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 6: Learning resources,572.1
77.7,Male,UK,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 7: Student voice,570.1
93.5,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 1: Teaching on my course,11.6
86.2,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 2: Learning opportunities,11.6
81.9,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,11.6
82.8,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 4: Academic support,11.6
61.2,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 5: Organisation and management,11.6
71.3,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 6: Learning resources,11.6
55.5,Male,UK,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 7: Student voice,11.6
89,Male,UK,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,5920
86.5,Male,UK,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,5918
87.6,Male,UK,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,5914
89.5,Male,UK,All modes,Other undergraduate,All subjects,Theme 4: Academic support,5909
80.5,Male,UK,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,5913
85.5,Male,UK,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,5899
80.4,Male,UK,All modes,Other undergraduate,All subjects,Theme 7: Student voice,5886
90.7,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,294.9
86.1,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,294.9
87.5,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,294.9
89,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,294.9
74.9,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,294.9
89.1,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,293.9
82.4,Male,UK,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,294.9
83.6,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,127.5
77.5,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,127.5
80.8,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,126.5
87,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 4: Academic support,126.5
73.9,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,126.5
77.1,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 6: Learning resources,126.5
66.4,Male,UK,Apprenticeship,Other undergraduate,Engineering and technology,Theme 7: Student voice,126.5
91.7,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 1: Teaching on my course,24.9
90.3,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 2: Learning opportunities,24.9
95.3,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,24.9
92.7,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 4: Academic support,24.9
82.5,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 5: Organisation and management,24.9
90.4,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 6: Learning resources,24.9
82.2,Male,UK,Apprenticeship,Other undergraduate,Social sciences,Theme 7: Student voice,24.9
88.7,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 1: Teaching on my course,496
84.1,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 2: Learning opportunities,495
85.9,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 3: Assessment and feedback,494
88.7,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 4: Academic support,494
75.1,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 5: Organisation and management,494
85.4,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 6: Learning resources,494
77.3,Male,UK,Apprenticeship,Other undergraduate,All subjects,Theme 7: Student voice,494
88.6,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,156.8
85.6,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,156.8
85.6,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,156.8
85.9,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,156.8
69.9,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,156.8
82.7,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,155.8
76,Male,UK,Full-time,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,155.8
89.1,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 1: Teaching on my course,598
87.1,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 2: Learning opportunities,598
88.1,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 3: Assessment and feedback,597
89.7,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 4: Academic support,597
83.1,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 5: Organisation and management,598
83.7,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 6: Learning resources,596
79.3,Male,UK,Full-time,Other undergraduate,Biological and sport sciences,Theme 7: Student voice,598
89.9,Male,UK,Full-time,Other undergraduate,Psychology,Theme 1: Teaching on my course,9.7
90.7,Male,UK,Full-time,Other undergraduate,Psychology,Theme 2: Learning opportunities,9.7
85.1,Male,UK,Full-time,Other undergraduate,Psychology,Theme 3: Assessment and feedback,9.7
88.1,Male,UK,Full-time,Other undergraduate,Psychology,Theme 4: Academic support,9.7
53.1,Male,UK,Full-time,Other undergraduate,Psychology,Theme 5: Organisation and management,9.7
87.6,Male,UK,Full-time,Other undergraduate,Psychology,Theme 6: Learning resources,9.7
92.1,Male,UK,Full-time,Other undergraduate,Psychology,Theme 7: Student voice,9.7
85.4,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 1: Teaching on my course,12
78.8,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 2: Learning opportunities,12
80,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 3: Assessment and feedback,12
79.2,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 4: Academic support,12
50,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 5: Organisation and management,12
87.5,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 6: Learning resources,12
66.7,Male,UK,Full-time,Other undergraduate,Veterinary sciences,Theme 7: Student voice,12
84.6,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 1: Teaching on my course,206.9
80.7,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 2: Learning opportunities,206.9
82.1,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 3: Assessment and feedback,206.9
85.5,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 4: Academic support,206.9
64.9,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 5: Organisation and management,206.9
82.7,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,205.9
69.7,Male,UK,Full-time,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,206.9
71,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 1: Teaching on my course,20.8
74,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 2: Learning opportunities,20.8
77.2,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 3: Assessment and feedback,20.8
81.5,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 4: Academic support,20.8
75,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 5: Organisation and management,20.8
89.7,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 6: Learning resources,20.8
68.4,Male,UK,Full-time,Other undergraduate,Physical sciences,Theme 7: Student voice,20.8
97.6,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 1: Teaching on my course,31
96.1,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 2: Learning opportunities,31
98.7,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 3: Assessment and feedback,31
100,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 4: Academic support,31
98.4,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 5: Organisation and management,31
90.3,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 6: Learning resources,31
93,Male,UK,Full-time,Other undergraduate,Mathematical sciences,Theme 7: Student voice,31
86.5,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,372.7
82.8,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,372.7
82.4,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,372.7
89.7,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 4: Academic support,372.7
70.4,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,372.7
80.3,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 6: Learning resources,371.7
74.4,Male,UK,Full-time,Other undergraduate,Engineering and technology,Theme 7: Student voice,371.7
85.4,Male,UK,Full-time,Other undergraduate,Computing,Theme 1: Teaching on my course,521.9
81.2,Male,UK,Full-time,Other undergraduate,Computing,Theme 2: Learning opportunities,521.9
85.5,Male,UK,Full-time,Other undergraduate,Computing,Theme 3: Assessment and feedback,521.9
89.4,Male,UK,Full-time,Other undergraduate,Computing,Theme 4: Academic support,521.9
74.8,Male,UK,Full-time,Other undergraduate,Computing,Theme 5: Organisation and management,520.9
80.2,Male,UK,Full-time,Other undergraduate,Computing,Theme 6: Learning resources,521.9
77.1,Male,UK,Full-time,Other undergraduate,Computing,Theme 7: Student voice,517.9
88.9,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 1: Teaching on my course,49.5
85.1,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 2: Learning opportunities,49.5
85.2,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 3: Assessment and feedback,49.5
92.9,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 4: Academic support,49.5
83.8,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 5: Organisation and management,49.5
89.2,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 6: Learning resources,49.5
85.9,Male,UK,Full-time,Other undergraduate,"Architecture, building and planning",Theme 7: Student voice,49.5
92.7,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 1: Teaching on my course,236.9
91.8,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 2: Learning opportunities,236.9
91.6,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,236.9
93.6,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 4: Academic support,235.9
86.1,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 5: Organisation and management,236.9
88.8,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 6: Learning resources,235.9
86.5,Male,UK,Full-time,Other undergraduate,Social sciences,Theme 7: Student voice,235.9
95,Male,UK,Full-time,Other undergraduate,Law,Theme 1: Teaching on my course,10
96,Male,UK,Full-time,Other undergraduate,Law,Theme 2: Learning opportunities,10
94,Male,UK,Full-time,Other undergraduate,Law,Theme 3: Assessment and feedback,10
80,Male,UK,Full-time,Other undergraduate,Law,Theme 4: Academic support,10
75,Male,UK,Full-time,Other undergraduate,Law,Theme 5: Organisation and management,10
83.3,Male,UK,Full-time,Other undergraduate,Law,Theme 6: Learning resources,10
80,Male,UK,Full-time,Other undergraduate,Law,Theme 7: Student voice,10
92.5,Male,UK,Full-time,Other undergraduate,Business and management,Theme 1: Teaching on my course,1765.2
91.7,Male,UK,Full-time,Other undergraduate,Business and management,Theme 2: Learning opportunities,1764.2
91.6,Male,UK,Full-time,Other undergraduate,Business and management,Theme 3: Assessment and feedback,1763.2
91.9,Male,UK,Full-time,Other undergraduate,Business and management,Theme 4: Academic support,1762.2
90.4,Male,UK,Full-time,Other undergraduate,Business and management,Theme 5: Organisation and management,1762.2
90.9,Male,UK,Full-time,Other undergraduate,Business and management,Theme 6: Learning resources,1760.2
88.8,Male,UK,Full-time,Other undergraduate,Business and management,Theme 7: Student voice,1757.2
97.1,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,26
93.5,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,26
94.6,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,26
94.2,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 4: Academic support,26
90.4,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 5: Organisation and management,26
84.6,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 6: Learning resources,26
78.8,Male,UK,Full-time,Other undergraduate,"Historical, philosophical and religious studies",Theme 7: Student voice,26
89.5,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 1: Teaching on my course,95.6
90,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 2: Learning opportunities,95.6
88.7,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 3: Assessment and feedback,95.6
93.7,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 4: Academic support,95.6
80.1,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 5: Organisation and management,95.6
83.4,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 6: Learning resources,95.6
85.7,Male,UK,Full-time,Other undergraduate,Education and teaching,Theme 7: Student voice,95.6
83.2,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 1: Teaching on my course,21.4
78.8,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 2: Learning opportunities,21.4
81.5,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 3: Assessment and feedback,21.4
95.3,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 4: Academic support,21.4
73.5,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 5: Organisation and management,21.4
78.8,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 6: Learning resources,21.4
75.7,Male,UK,Full-time,Other undergraduate,Combined and general studies,Theme 7: Student voice,21.4
86.3,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 1: Teaching on my course,90.9
85.5,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 2: Learning opportunities,90.9
84.9,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 3: Assessment and feedback,90.9
93.1,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 4: Academic support,90.9
76.2,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 5: Organisation and management,90.9
85.2,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 6: Learning resources,90.9
83.9,Male,UK,Full-time,Other undergraduate,"Media, journalism and communications",Theme 7: Student voice,89.9
87.6,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 1: Teaching on my course,564.1
85.2,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 2: Learning opportunities,564.1
85.8,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 3: Assessment and feedback,564.1
86.9,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 4: Academic support,563.1
73.1,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 5: Organisation and management,564.1
80.6,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 6: Learning resources,563.1
77.7,Male,UK,Full-time,Other undergraduate,"Design, and creative and performing arts",Theme 7: Student voice,561.1
96.2,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 1: Teaching on my course,6.6
84.8,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 2: Learning opportunities,6.6
80.3,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,6.6
84.8,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 4: Academic support,6.6
54.5,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 5: Organisation and management,6.6
69.7,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 6: Learning resources,6.6
59.6,Male,UK,Full-time,Other undergraduate,"Geography, earth and environmental studies",Theme 7: Student voice,6.6
89.5,Male,UK,Full-time,Other undergraduate,All subjects,Theme 1: Teaching on my course,4798
87.5,Male,UK,Full-time,Other undergraduate,All subjects,Theme 2: Learning opportunities,4797
88.2,Male,UK,Full-time,Other undergraduate,All subjects,Theme 3: Assessment and feedback,4795
90.2,Male,UK,Full-time,Other undergraduate,All subjects,Theme 4: Academic support,4792
81.3,Male,UK,Full-time,Other undergraduate,All subjects,Theme 5: Organisation and management,4794
85.6,Male,UK,Full-time,Other undergraduate,All subjects,Theme 6: Learning resources,4786
82.1,Male,UK,Full-time,Other undergraduate,All subjects,Theme 7: Student voice,4779
90.6,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,53
88.3,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,53
85.7,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,53
86.8,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,53
72.6,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,53
86.2,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,53
72.3,Male,UK,Part-time,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,53
90.9,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 1: Teaching on my course,11
83.6,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 2: Learning opportunities,11
87.3,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 3: Assessment and feedback,11
90.9,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 4: Academic support,11
63.6,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 5: Organisation and management,11
78.8,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,11
75.8,Male,UK,Part-time,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,11
52.2,Male,UK,Part-time,Other undergraduate,Physical sciences,Theme 1: Teaching on my course,19
47.7,Male,UK,Part-time,Other undergraduate,Physical sciences,Theme 2: Learning opportunities,19
40.3,Male,UK,Part-time,Other undergraduate,Physical sciences,Theme 3: Assessment and feedback,19
